checkpoint_step,batch_size,epsilon,mean_delta_loss,stderr_delta_loss,mean_loss_change,stderr_loss_change,n
100,16,0.003,0.004019183039665214,0.0007494313709052034,-0.004019183039665214,0.0007494313709052034,10
100,16,0.005,0.006504038214683522,0.0011995544129856386,-0.006504038214683522,0.0011995544129856386,10
100,16,0.007,0.008834686541557302,0.0016110729363498222,-0.008834686541557302,0.0016110729363498222,10
100,16,0.01,0.012041956496238699,0.002156479467674658,-0.012041956496238699,0.002156479467674658,10
100,16,0.015,0.016621454906463617,0.0028808107336281397,-0.016621454906463617,0.0028808107336281397,10
100,16,0.02,0.020247885608673084,0.0033864862382814494,-0.020247885608673084,0.0033864862382814494,10
100,16,0.03,0.02462991287708282,0.0038240789053604497,-0.02462991287708282,0.0038240789053604497,10
100,16,0.05,0.021462342405319197,0.004390705812741179,-0.021462342405319197,0.004390705812741179,10
100,16,0.07,0.0006417622566223024,0.011628707302496981,-0.0006417622566223024,0.011628707302496981,10
100,16,0.1,-0.07074495329856874,0.03872356828717357,0.07074495329856874,0.03872356828717357,10
100,16,0.15,-0.32164022552967075,0.13093040950702264,0.32164022552967075,0.13093040950702264,10
100,16,0.2,-0.7448385689973831,0.27250878481319407,0.7448385689973831,0.27250878481319407,10
100,16,0.3,-2.0001697400569918,0.6399251907339657,2.0001697400569918,0.6399251907339657,10
100,16,0.5,-5.568468311643601,1.5809030292068045,5.568468311643601,1.5809030292068045,10
100,16,1.0,-18.26090558781624,5.022114590091961,18.26090558781624,5.022114590091961,10
100,32,0.0001,9.836759567259379e-05,1.2464623706324538e-05,-9.836759567259379e-05,1.2464623706324538e-05,10
100,32,0.0003,0.00029446418285368204,3.730471798131942e-05,-0.00029446418285368204,3.730471798131942e-05,10
100,32,0.001,0.0009747339010238443,0.0001233776509368269,-0.0009747339010238443,0.0001233776509368269,10
100,32,0.002,0.001930353879928587,0.00024403705049561592,-0.001930353879928587,0.00024403705049561592,10
100,32,0.003,0.002866873264312736,0.0003620361734438937,-0.002866873264312736,0.0003620361734438937,10
