checkpoint_step,batch_size,epsilon,sample_id,loss_before,loss_after,delta_loss
100,8,0.007,7,0.4198776195049286,0.4013939337730408,0.0184836857318878
100,8,0.01,7,0.4198776195049286,0.3983200976848602,0.02155752182006837
100,8,0.015,7,0.4198776195049286,0.40008901739120484,0.01978860211372374
100,8,0.02,7,0.4198776195049286,0.41140568709373476,0.008471932411193817
100,8,0.03,7,0.4198776195049286,0.47165291261672976,-0.05177529311180118
100,8,0.05,7,0.4198776195049286,0.8162134847640992,-0.3963358652591706
100,8,0.07,7,0.4198776195049286,1.4948710107803345,-1.074993391275406
100,8,0.1,7,0.4198776195049286,2.9845029048919676,-2.564625285387039
100,8,0.15,7,0.4198776195049286,6.365023189544678,-5.945145570039749
100,8,0.2,7,0.4198776195049286,10.472657569885254,-10.052779950380325
100,8,0.3,7,0.4198776195049286,20.13941325378418,-19.719535634279254
100,8,0.5,7,0.4198776195049286,45.30045202636719,-44.88057440686226
100,8,1.0,7,0.4198776195049286,143.49136279296874,-143.07148517346383
100,8,0.0001,8,0.4198776195049286,0.4197409312725067,0.00013668823242185546
100,8,0.0003,8,0.4198776195049286,0.41946949911117554,0.000408120393753042
100,8,0.001,8,0.4198776195049286,0.4185394561290741,0.001338163375854462
100,8,0.002,8,0.4198776195049286,0.41726441955566407,0.002613199949264511
100,8,0.003,8,0.4198776195049286,0.4160514478683472,0.003826171636581388
100,8,0.005,8,0.4198776195049286,0.4138101444244385,0.006067475080490103
100,8,0.007,8,0.4198776195049286,0.4118149769306183,0.008062642574310275
100,8,0.01,8,0.4198776195049286,0.40927127718925477,0.010606342315673811
100,8,0.015,8,0.4198776195049286,0.40621871399879456,0.013658905506134023
100,8,0.02,8,0.4198776195049286,0.40464046454429625,0.015237154960632326
100,8,0.03,8,0.4198776195049286,0.40584322905540465,0.014034390449523926
100,8,0.05,8,0.4198776195049286,0.42596421217918395,-0.0060865926742553755
100,8,0.07,8,0.4198776195049286,0.47132424187660216,-0.05144662237167358
100,8,0.1,8,0.4198776195049286,0.5918421912193298,-0.17196457171440122
100,8,0.15,8,0.4198776195049286,0.9335066409111022,-0.5136290214061736
100,8,0.2,8,0.4198776195049286,1.4156997699737548,-0.9958221504688263
100,8,0.3,8,0.4198776195049286,2.68120251083374,-2.2613248913288113
100,8,0.5,8,0.4198776195049286,6.177919467926025,-5.7580418484210965
100,8,1.0,8,0.4198776195049286,18.518942291259766,-18.09906467175484
100,8,0.0001,9,0.4198776195049286,0.41985034275054933,2.727675437924626e-05
100,8,0.0003,9,0.4198776195049286,0.4197960829734802,8.153653144837847e-05
100,8,0.001,9,0.4198776195049286,0.4196100380420685,0.0002675814628601003
100,8,0.002,9,0.4198776195049286,0.4193536701202393,0.000523949384689304
